numero_cartao,validade,limite,data_abertura,id_conta
3440 139186 45720,2029-05-09,18297.423258296505,2021-05-09,72308228-4
4462 8653 4366 0766,2028-06-29,42865.79019599463,2020-06-29,34489886-7
3444 741077 99589,2030-10-11,36880.3988854991,2022-10-11,33825828-7
4209 9001 9227 3193,2027-12-11,24429.291756162587,2019-12-11,40350911-8
5538 5038 0680 8427,2027-07-18,38258.82169235388,2019-07-18,86438328-2
4679 3232 4762 7811,2029-02-10,19566.373094371414,2021-02-10,91255447-3
4244 4202 6539 6307,2030-03-14,44562.63718842027,2022-03-14,22931200-X
4921 1634 6481 7455,2029-07-23,7980.177928189726,2021-07-23,19962103-2
2635 6837 7441 5741,2027-01-22,8246.65232531591,2019-01-22,47171040-X
4097 7444 2518 3778,2028-03-25,11668.38383946748,2020-03-25,44571730-2
3457 928596 33154,2029-06-17,46503.9762211671,2021-06-17,71521025-8
5202 2226 8516 1551,2027-11-02,37763.5099431414,2019-11-02,59746844-1
5282 4944 3300 2410,2029-10-09,25909.918175883693,2021-10-09,65861285-X
2545 8291 1771 8106,2030-07-12,17078.599776671545,2022-07-12,52868594-1
3786 997395 72603,2030-07-30,35134.35121347441,2022-07-30,81682557-2
4573 4875 0254 1343,2028-06-21,46483.2341337149,2020-06-21,32950187-X
3463 236916 00836,2028-11-17,1430.9114449458234,2020-11-17,59958344-1
5481 8756 6512 0996,2027-05-21,20838.167183564503,2019-05-21,93271133-9
2500 8847 5423 8804,2027-06-28,44621.85566143814,2019-06-28,00541320-3
3751 079982 93484,2028-11-23,48035.21427542949,2020-11-23,09563822-X
4223 1681 2030 2151,2028-06-30,21366.57419689757,2020-06-30,09808533-1
5110 7776 7693 2527,2028-11-26,21430.58235893837,2020-11-26,26617143-X
4707 4722 8594 5118,2027-08-01,16818.53746496199,2019-08-01,16933703-4
2669 9499 3091 3427,2027-05-14,23844.90022352219,2019-05-14,75513601-7
3463 175950 82240,2027-12-12,35958.209726073896,2019-12-12,85490269-4
3423 986063 82245,2030-07-29,7707.543916993528,2022-07-29,30411674-3
5329 7590 5704 7064,2027-05-18,14362.919895517836,2019-05-18,62840091-X
3748 474341 65942,2028-01-03,33846.324809722566,2020-01-03,71450253-5
3778 656798 56923,2030-05-28,45202.797399520394,2022-05-28,91873853-6
3721 427864 09730,2028-03-25,16871.349343236587,2020-03-25,20236776-6
2684 9034 4272 4039,2029-10-13,6035.2698769200415,2021-10-13,02995180-8
3747 328504 17375,2029-07-08,2248.2350539733234,2021-07-08,93411873-1
3743 098143 96928,2028-10-22,5885.179915810198,2020-10-22,29889841-5
2552 1021 2694 5262,2029-06-04,9070.592070094084,2021-06-04,27088583-X
3483 465545 95031,2030-01-21,48896.27803251112,2022-01-21,07480852-8
5202 4659 7222 3861,2029-07-07,29063.462591242293,2021-07-07,01254468-X
3479 113787 10891,2029-03-19,21143.615578075354,2021-03-19,28183310-3
5449 1061 5844 8251,2027-08-19,3430.184086909277,2019-08-19,03273567-6
4829 8860 0268 0778,2028-01-18,18160.36934366654,2020-01-18,09115893-1
5492 8407 2448 6967,2029-09-13,12720.536936563554,2021-09-13,00537070-6
5388 1931 5370 0632,2028-04-02,46926.3424694375,2020-04-02,45375449-X
4487 1427 3593 5698,2029-04-30,47214.538406718384,2021-04-30,16263437-4
3785 078110 32216,2029-03-30,43113.71646228247,2021-03-30,48288370-9
3703 852237 56153,2028-12-16,9331.153660678743,2020-12-16,55857280-9
3438 096682 19033,2030-03-11,10328.298368270833,2022-03-11,54577212-6
3490 494931 97799,2027-01-17,45521.10524158044,2019-01-17,70622096-4
3424 766155 17108,2028-10-04,28932.12738151916,2020-10-04,37735977-3
3749 037485 27390,2029-10-13,5429.6996696683655,2021-10-13,56484517-9
4767 4060 6161 1673,2030-04-05,22108.524590984558,2022-04-05,25570716-6
3451 428674 58998,2030-06-07,44780.65488747323,2022-06-07,51970002-X
3489 451796 00991,2028-06-09,23516.489870391175,2020-06-09,42745028-4
4032 2894 7956 6096,2028-01-24,6189.19712208557,2020-01-24,74957792-7
4583 8375 4314 5439,2030-10-01,5603.529592788718,2022-10-01,05528912-4
3775 915144 82457,2030-11-23,1583.5653498221973,2022-11-23,66324171-X
2575 9309 1978 2283,2029-11-30,4509.465359186712,2021-11-30,31420192-6
4324 0888 2758 7482,2030-02-15,22997.48859006797,2022-02-15,75976593-9
3767 489342 68996,2027-01-15,17410.47810453014,2019-01-15,44566523-X
4201 1816 0513 3039,2027-03-03,43127.66681904408,2019-03-03,57166734-7
2328 0010 9061 2077,2027-10-27,11358.890609838209,2019-10-27,83428060-2
4780 0143 5000 8354,2030-02-04,8036.863848935288,2022-02-04,23263495-8
4703 8168 5159 5943,2028-02-23,19696.203672218846,2020-02-23,76918139-6
3733 631883 11550,2028-04-10,13552.311930943144,2020-04-10,28557767-1
5567 2747 6261 2567,2028-05-14,5462.451757895312,2020-05-14,11075582-9
3742 757864 95859,2030-12-11,43309.747969611555,2022-12-11,23183239-2
5226 1960 5831 8778,2028-10-13,33613.57060502603,2020-10-13,28054561-2
3705 373260 86231,2027-11-26,42001.304868783554,2019-11-26,55746902-5
4439 7901 4463 2881,2030-04-26,15809.551590087643,2022-04-26,00201918-4
3715 280483 85679,2030-06-29,1735.3387399903468,2022-06-29,01779405-6
3793 784412 07761,2029-12-20,21440.38827708224,2021-12-20,45207026-3
4095 4462 3047 0380,2029-12-15,44990.89064892227,2021-12-15,86734241-X
2451 9190 8969 5994,2029-06-12,20462.017920543596,2021-06-12,43310864-9
4706 7824 2154 2772,2030-03-11,37817.262934869286,2022-03-11,54261007-1
4160 7480 3124 2821,2028-09-10,17905.83616260467,2020-09-10,43548552-1
3755 561684 74276,2030-01-12,13301.735627624214,2022-01-12,60570431-3
3757 678634 04506,2029-11-29,8619.53685874882,2021-11-29,57184212-X
3412 570216 31217,2029-05-21,26349.637376413066,2021-05-21,84678602-X
4545 9469 5314 6451,2028-04-01,27870.97061509724,2020-04-01,88971334-4
3413 949481 49997,2030-06-10,17880.651340373708,2022-06-10,15669182-5
3783 874074 20178,2029-04-20,20436.54466060465,2021-04-20,97901991-8
4614 7504 5463 6283,2028-05-05,48324.13393545709,2020-05-05,36882966-3
4233 0299 9447 4286,2027-04-30,14796.646402872497,2019-04-30,75976593-9
2670 8080 4299 5226,2029-07-17,22957.868813017285,2021-07-17,67230953-X
2617 0349 1978 2300,2030-03-23,39282.824053456,2022-03-23,27703317-X
4367 8630 8390 6461,2028-01-04,12249.030598543908,2020-01-04,44841565-3
3731 990174 99665,2029-01-22,30557.881804632547,2021-01-22,41916592-3
2269 5760 4791 3992,2029-11-19,22505.004371113562,2021-11-19,86734241-X
3709 575059 88082,2030-08-18,40011.18813932527,2022-08-18,11935569-7
3476 200725 49774,2028-09-18,19160.02003631997,2020-09-18,97800282-1
4258 0281 9048 6037,2030-11-01,44288.52213834367,2022-11-01,27927350-X
4413 8085 9491 9622,2027-11-18,43453.23998400484,2019-11-18,03590899-4
2581 3486 3761 9418,2027-08-30,8827.008321251511,2019-08-30,57245170-2
4514 3374 1282 3251,2027-06-09,47386.27201846049,2019-06-09,64677816-8
4775 4478 7697 7727,2029-03-24,27361.06117675136,2021-03-24,86889677-3
3498 284334 02371,2027-09-06,10361.256395095088,2019-09-06,36259960-9
3401 366741 43012,2029-09-01,35014.41228700444,2021-09-01,32006648-9
4078 9389 5255 7916,2029-09-29,32213.909634504027,2021-09-29,75245552-X
5576 9753 4751 9965,2029-10-11,15589.502176680558,2021-10-11,92708541-1
3714 916666 40364,2028-10-22,33457.151318782984,2020-10-22,19056953-5
3741 525403 32779,2027-07-29,37213.84765921325,2019-07-29,05528912-4
5290 5385 2556 6417,2028-01-15,8908.584581687508,2020-01-15,63303813-5
2578 4308 6711 3109,2030-05-24,14956.899119047934,2022-05-24,12936802-2
2311 2412 1432 4725,2027-06-03,23097.246937700147,2019-06-03,87327257-X
3423 878334 01209,2029-01-30,45079.378931701955,2021-01-30,78056202-X
5229 8838 9290 8891,2029-01-25,11582.264344413572,2021-01-25,35175776-X
3721 124204 89760,2029-04-15,16437.943160054572,2021-04-15,47357238-7
3700 949707 47601,2027-02-15,42995.8951145375,2019-02-15,56292594-2
4761 5859 3987 1399,2029-04-01,9801.123497385934,2021-04-01,03225072-4
3744 143638 61023,2029-10-28,4778.395595735298,2021-10-28,59508202-2
4885 4097 8355 4582,2030-12-31,40565.24269006892,2022-12-31,50910117-X
2678 0501 7869 8421,2030-05-30,33514.20297288798,2022-05-30,62235968-X
4217 8869 1799 5436,2028-03-24,5029.809599196796,2020-03-24,43904530-7
4865 1797 9832 3844,2030-12-05,17705.079555075416,2022-12-05,01670451-X
3457 532543 20086,2028-12-01,27102.844786452995,2020-12-01,43560965-5
3415 167579 55227,2027-01-24,3754.0052713700547,2019-01-24,68042266-8
3489 934053 75954,2029-01-08,8819.215489672906,2021-01-08,31125469-2
3447 284516 56509,2027-09-10,40976.976081214765,2019-09-10,26095980-7
5550 2919 0797 0063,2030-12-02,32841.94764988019,2022-12-02,68905772-6
3480 169115 90385,2027-04-10,35637.94558752436,2019-04-10,26967355-4
4459 9340 2755 8053,2028-09-10,1755.925683366828,2020-09-10,17645798-1
2711 1659 4988 2440,2029-04-02,19558.831624788883,2021-04-02,31454218-7
4962 3927 9628 9758,2027-01-03,35912.099246400736,2019-01-03,63705855-7
4950 7772 5132 0961,2027-05-18,46936.35560748338,2019-05-18,44269902-1
4483 9940 8766 9273,2027-05-20,22619.880770758933,2019-05-20,61494876-8
4114 4557 1669 6464,2027-03-22,42003.082647389645,2019-03-22,98049324-7
2613 1149 4869 0916,2028-09-30,31983.07056030627,2020-09-30,39845142-1
3484 453547 23130,2029-02-27,28653.06411872929,2021-02-27,11401107-3
3745 406302 64698,2030-06-06,32375.47022492813,2022-06-06,65533730-4
3413 762265 22656,2028-02-14,3511.578860449373,2020-02-14,00841153-6
3704 558791 30654,2028-05-15,35257.864923662484,2020-05-15,43548552-1
3789 536799 47972,2028-06-29,24511.219902067376,2020-06-29,28448647-4
4118 5498 4569 8023,2029-04-08,28916.204600942547,2021-04-08,84867152-X
3758 233592 73887,2030-04-26,35526.88424322554,2022-04-26,33765735-7
2458 8933 6596 5939,2030-07-29,26768.9992791938,2022-07-29,56292594-2
4199 2904 4137 5615,2028-09-17,12918.485544500016,2020-09-17,63005607-5
4048 1968 9340 3735,2029-05-24,18171.949022906676,2021-05-24,35497729-X
2280 9683 0833 6630,2028-07-25,10855.042045138913,2020-07-25,53075070-5
5414 0442 4294 0713,2029-04-20,34865.782286927395,2021-04-20,89368269-9
3771 483626 71093,2028-09-11,29889.332662249482,2020-09-11,90866533-9
4839 7836 2665 4529,2028-05-10,40556.756170138346,2020-05-10,65283271-8
4922 6122 9606 3620,2029-06-22,46559.625288979885,2021-06-22,65961950-X
2306 2413 3065 0927,2027-02-26,33088.46511327079,2019-02-26,51235579-3
5456 7508 4184 0927,2030-08-29,48684.8496970408,2022-08-29,78308419-9
2669 0792 0239 7966,2027-06-11,27960.890133721638,2019-06-11,20855711-9
3730 576831 35254,2027-04-24,28294.916858779063,2019-04-24,69722949-3
4203 7798 0643 3799,2030-06-21,40441.526860927246,2022-06-21,23847519-7
3431 344378 62165,2029-05-11,10360.942508977505,2021-05-11,73004767-8
5598 9313 4652 1233,2029-10-07,49147.194635518674,2021-10-07,28277564-X
4313 1169 0566 3025,2030-09-29,42180.211464985376,2022-09-29,04530283-1
4542 2575 5182 8471,2030-05-25,47676.7823028868,2022-05-25,99686390-7
5322 2184 4710 4223,2027-02-26,30931.231798816607,2019-02-26,12023000-X
4050 1732 1314 8964,2027-12-29,19655.657329795275,2019-12-29,39935707-4
5339 0611 1621 2898,2028-02-17,47058.36427666816,2020-02-17,07572346-8
3730 863237 85095,2029-04-05,3234.730538369888,2021-04-05,39776953-5
2527 4024 2099 2412,2028-12-25,19978.99232235204,2020-12-25,81149224-2
4272 4335 5453 6322,2030-06-21,14797.875711314538,2022-06-21,04755472-8
4216 5647 0582 1590,2030-04-12,29749.43494174898,2022-04-12,47243612-9
4267 1169 3928 7235,2027-08-29,19406.886048610566,2019-08-29,53257386-7
3404 004799 65460,2028-07-05,12065.00775081896,2020-07-05,29163023-3
3741 516038 32584,2029-08-12,29702.843957216308,2021-08-12,12428473-2
4375 2625 9459 6343,2030-06-23,45688.47070277453,2022-06-23,04330303-5
3482 798410 78281,2030-12-31,41768.29447526718,2022-12-31,32096266-8
5564 2437 0170 9688,2028-12-12,9559.686647100278,2020-12-12,54261007-1
4903 9074 9583 9785,2030-07-10,30711.937797522707,2022-07-10,70502134-6
5299 8292 9998 4659,2029-10-26,27818.06712807976,2021-10-26,83752264-3
4551 3968 3899 5774,2029-02-12,41879.84260273649,2021-02-12,19186274-5
4164 7133 5943 3242,2028-08-21,49618.428548568154,2020-08-21,92925140-4
3713 845841 14481,2030-02-05,16018.695619199887,2022-02-05,71150728-2
3749 843940 23595,2028-09-05,1763.5161656747823,2020-09-05,27652779-8
4510 7214 3611 9602,2030-02-12,39645.96509937926,2022-02-12,05443103-2
4332 1183 2991 2209,2028-01-08,5770.196513297057,2020-01-08,34512809-4
3434 875673 68308,2029-07-01,44185.175142658656,2021-07-01,58906992-3
2675 7726 9390 2045,2027-10-06,17497.067158146834,2019-10-06,41882568-2
3794 546782 32234,2030-11-15,47694.96477801368,2022-11-15,84396028-9
2344 4020 3735 1417,2030-12-09,26510.108632941403,2022-12-09,45441881-X
4942 2745 3344 8084,2028-11-07,34560.732099878536,2020-11-07,84321707-4
4296 5051 7704 4180,2028-12-21,26768.84881951768,2020-12-21,93628802-5
3761 082414 03572,2027-09-03,8858.23785016172,2019-09-03,29754421-8
4457 9999 9276 3287,2030-06-21,48780.10494054271,2022-06-21,49488687-4
3746 783919 13754,2027-06-17,25939.452899324457,2019-06-17,19292277-7
3442 010582 61529,2028-09-28,41853.35347543919,2020-09-28,75976593-9
5346 3340 4194 6885,2030-04-05,20122.43406107267,2022-04-05,20481129-5
2546 0850 8437 4048,2027-01-07,46273.49585703744,2019-01-07,83824123-2
4179 4547 5024 2840,2027-06-23,33006.92754090451,2019-06-23,56484517-9
2237 7837 9719 0339,2030-07-07,16527.580956180995,2022-07-07,83552015-9
3422 921754 59833,2029-06-10,22691.20459038738,2021-06-10,37109987-6
3797 174513 51219,2030-09-26,47480.86587930053,2022-09-26,54613639-3
3460 814408 10201,2028-04-29,30543.188045000323,2020-04-29,02902801-6
3799 096168 09823,2030-05-21,15445.601279348746,2022-05-21,34694078-X
3702 237502 80315,2027-12-23,41910.63667061752,2019-12-23,70378406-X
4555 7189 1782 7907,2030-09-19,31923.665505371922,2022-09-19,41712965-X
5172 6822 9216 9162,2027-01-04,10804.062563549362,2019-01-04,57541687-4
3725 625322 28953,2028-12-18,48219.16770658165,2020-12-18,08011306-X
4044 4088 5929 7801,2027-01-14,37793.664175747996,2019-01-14,00598789-X
5297 4723 2050 0764,2028-10-31,33968.389740219674,2020-10-31,36946462-9
4063 3159 1668 8607,2029-04-19,18757.17954828165,2021-04-19,71426894-X
3441 359374 27036,2029-03-20,12604.482234206767,2021-03-20,03677949-8
3488 854889 82229,2029-10-19,6894.341560470932,2021-10-19,71619433-8
5262 8811 6634 4791,2027-04-22,41018.954967139165,2019-04-22,77718830-X
2685 8894 7478 7722,2027-02-12,26204.88937469564,2019-02-12,13271195-9
3795 266427 57006,2027-09-19,20666.100528340394,2019-09-19,53987596-X
3445 182999 08547,2027-10-05,21292.998433283698,2019-10-05,07800848-X
4624 5907 7742 1247,2029-02-26,44488.38960789654,2021-02-26,81845013-X
3723 605332 91298,2027-07-01,22246.770039169995,2019-07-01,19977521-X
3462 895464 14782,2029-02-15,25360.38860821651,2021-02-15,43435454-4
5577 6008 0371 6181,2030-11-05,13948.434356518988,2022-11-05,66508889-7
5525 6390 8469 6111,2030-03-19,9188.510221374032,2022-03-19,47859630-2
3797 845044 95781,2029-11-08,16910.09464849307,2021-11-08,27937956-3
4854 3657 1566 4773,2030-07-15,2662.2729979381766,2022-07-15,67450374-1
3762 961831 91337,2028-10-31,33677.355522939186,2020-10-31,08850911-4
4788 5769 4087 7136,2030-10-01,27629.158621800816,2022-10-01,83341040-8
4320 7262 3939 4203,2028-04-27,22688.25495061035,2020-04-27,58503627-1
5447 5227 3575 3355,2027-04-29,2736.7115082533974,2019-04-29,71521025-8
3775 330557 61949,2027-11-24,40612.02722872453,2019-11-24,66249725-X
2461 6941 5290 6259,2030-03-31,22372.81549973289,2022-03-31,36464624-X
4153 0969 4395 6420,2030-08-04,18286.51292245154,2022-08-04,85900542-6
3485 315963 01114,2029-11-16,47726.34781792333,2021-11-16,08229075-6
2717 8600 4845 7490,2029-05-17,19859.694342279712,2021-05-17,97271893-X
3743 230979 07335,2030-10-18,5072.667475716698,2022-10-18,66017041-1
3724 461861 66653,2028-01-23,26989.75036891381,2020-01-23,54758127-7
4331 4667 3785 1274,2028-11-07,42571.54263895947,2020-11-07,83610114-X
2473 0402 6318 3881,2030-07-11,45251.59474519056,2022-07-11,80567412-6
3718 241477 34135,2029-03-01,18107.31022515475,2021-03-01,47693050-8
3703 040524 55597,2030-08-31,13875.737698229344,2022-08-31,84629617-4
3435 160662 14249,2027-05-30,19073.207794719186,2019-05-30,33663606-6
5417 9232 1451 3102,2029-06-22,19499.398234218857,2021-06-22,15710268-X
4855 5807 7217 5419,2030-06-04,3680.865769613244,2022-06-04,04649655-7
3497 889539 62974,2029-01-25,20326.93885143485,2021-01-25,34675470-1
5369 4360 1678 5792,2028-08-06,17622.238394557025,2020-08-06,40922179-8
4868 7411 8312 1922,2028-03-20,41365.25319618285,2020-03-20,02156221-X
4934 3999 6242 0005,2028-09-16,40700.405357474825,2020-09-16,60798336-2
5557 7048 2741 6739,2029-02-07,2650.5823140777347,2021-02-07,23879014-8
3444 766873 88048,2030-08-31,27195.31280975879,2022-08-31,44163739-3
3481 434095 49580,2030-02-28,10047.581364168305,2022-02-28,05492272-2
2698 1112 9505 8596,2027-09-01,48448.39776099812,2019-09-01,30679411-2
5529 3653 7289 7155,2027-01-27,39966.23662058632,2019-01-27,63306250-1
3731 898104 89583,2027-05-23,15627.570185412023,2019-05-23,30458786-X
2594 5144 3712 0478,2030-08-13,46137.70956428807,2022-08-13,80492339-5
3740 886805 42472,2028-03-24,24946.529320091504,2020-03-24,11258593-8
2647 7793 4295 3092,2029-04-24,48235.442042556075,2021-04-24,44543937-7
3706 061708 96050,2027-09-12,18574.740462569713,2019-09-12,07221105-9
3715 682731 84769,2029-12-18,4511.99483481104,2021-12-18,89732135-5
3436 136741 45855,2028-05-26,1142.4881365346268,2020-05-26,91222813-7
2587 1393 7865 4019,2029-07-09,26175.161103926977,2021-07-09,80747483-X
2405 7858 4376 5796,2030-04-15,14730.244594214939,2022-04-15,96598765-6
4564 2455 7300 6708,2030-12-28,31253.146728701588,2022-12-28,28557563-X
4517 8327 6536 6970,2029-07-04,18250.440469861845,2021-07-04,31601494-7
4521 0061 0832 6660,2029-05-22,2264.8832926783352,2021-05-22,18545646-7
4365 8764 8896 0752,2027-05-03,42353.39255015404,2019-05-03,56471265-1
4976 7505 3140 9003,2027-09-03,41981.51348310009,2019-09-03,65305048-2
5291 1103 8103 3228,2028-02-20,26857.360202194523,2020-02-20,31121330-1
3438 037130 86083,2029-07-05,39229.05762628908,2021-07-05,17645798-1
2559 6015 0327 1807,2027-05-01,40926.78638326815,2019-05-01,90171445-2
5137 4114 3433 3559,2029-03-13,32877.430888527895,2021-03-13,85490269-4
4862 4816 5424 0234,2029-07-17,16737.00385305593,2021-07-17,66361706-X
5408 9324 6539 1044,2030-07-16,41480.87546548766,2022-07-16,14288300-3
5456 1337 8997 8407,2028-10-14,36546.272627316546,2020-10-14,13121897-4
2379 1972 1762 3407,2030-01-06,35357.957486947904,2022-01-06,75221152-1
3709 928033 33673,2030-07-12,31317.482940224483,2022-07-12,84867152-X
2306 0838 0352 1429,2027-12-15,12909.232719113754,2019-12-15,86528213-X
5300 6711 8487 5841,2028-04-17,44073.42191744707,2020-04-17,90893699-2
2461 6979 3690 2775,2028-04-12,21249.496869791623,2020-04-12,68787306-8
2353 2271 0421 8126,2028-06-11,42936.13362613271,2020-06-11,97168533-2
4560 8385 1376 8850,2028-05-12,5375.120051058229,2020-05-12,77466799-6
4599 7394 5783 1370,2030-08-16,44464.75185484802,2022-08-16,52194701-9
3749 532156 94850,2029-11-11,41445.830202927136,2021-11-11,71426894-X
2503 2562 5773 5676,2027-09-06,41754.43647521045,2019-09-06,15229566-1
5342 0563 7069 6831,2027-09-23,5423.309261046561,2019-09-23,75976593-9
3465 133347 91790,2028-07-13,24051.169103298755,2020-07-13,44571730-2
3445 701925 38483,2030-05-19,32747.048092689634,2022-05-19,68536978-X
2553 7813 1523 6960,2028-10-11,7411.756983706536,2020-10-11,12031419-4
4905 1562 8160 6531,2028-10-17,30229.757711048762,2020-10-17,43310864-9
2588 4784 8870 1685,2029-03-11,24579.254143227998,2021-03-11,29189874-3
4451 7758 3506 9777,2028-11-17,10365.770343912282,2020-11-17,00201918-4
4216 1259 7138 1923,2027-03-16,3981.4095904803853,2019-03-16,57920724-1
3486 121260 85284,2029-06-25,4447.604220370751,2021-06-25,36946462-9
5143 2594 6321 7058,2030-12-26,9020.058944821641,2022-12-26,84678602-X
3462 963638 25586,2027-12-14,41002.889485606305,2019-12-14,89438028-2
3765 961885 47791,2027-04-07,18207.602454089927,2019-04-07,53392090-2
3793 415760 90410,2027-04-18,5921.903761370865,2019-04-18,23183239-2
3468 130245 30726,2027-08-04,49992.29482482454,2019-08-04,68156018-X
3774 954310 99008,2029-07-04,30130.12641260426,2021-07-04,26288271-1
4490 0770 3321 9186,2027-04-18,2147.7874721420776,2019-04-18,06814270-7
3400 962268 20691,2028-02-28,15296.814608075862,2020-02-28,33888608-6
4647 2976 7710 7123,2028-10-20,29028.24117649295,2020-10-20,69985164-3
3463 062435 71803,2030-12-23,49793.449282568516,2022-12-23,74625107-4
4156 2063 8689 0534,2028-07-15,26842.56272043046,2020-07-15,71619433-8
4347 8706 0326 3757,2027-02-08,4687.250310234664,2019-02-08,89181785-1
2332 8167 3885 5521,2028-10-21,24821.989009979316,2020-10-21,12023000-X
3723 241622 84933,2028-11-11,25310.51350016443,2020-11-11,85708511-X
4191 7037 6792 3279,2029-12-16,6284.960452038754,2021-12-16,84962356-4
3716 795628 39037,2029-09-23,34405.02898323783,2021-09-23,99772713-8
5355 9465 6949 4259,2029-07-15,35972.60650998824,2021-07-15,54758127-7
3409 443195 98296,2030-05-16,41327.06785619469,2022-05-16,70577185-9
3729 483568 54414,2030-11-25,30927.859329837276,2022-11-25,84493342-3
3792 622664 93690,2029-03-08,2596.62110925875,2021-03-08,87667951-5
5216 6664 2438 9424,2029-12-22,15264.134755830428,2021-12-22,99094998-X
4649 1936 1932 1948,2030-01-26,9868.970956036672,2022-01-26,73801217-9
5416 2185 5978 1344,2027-12-21,16199.69102916361,2019-12-21,32718889-X
4041 2050 2355 3371,2028-06-19,31707.51004567689,2020-06-19,53259296-X
4157 6768 0904 0801,2028-01-15,39776.298614997046,2020-01-15,25351861-2
2601 6597 4370 4738,2028-12-03,9523.90661500735,2020-12-03,08424617-4
5325 4299 5448 3549,2029-12-26,27832.117788163858,2021-12-26,14725506-X
4876 3186 9945 4376,2028-08-27,19592.245171619114,2020-08-27,75564665-6
5418 1979 5589 0313,2027-08-21,44965.4249336807,2019-08-21,06846661-3
4073 5681 0830 6366,2027-04-04,30165.323077874742,2019-04-04,14859157-9
4396 2481 1302 8327,2028-06-02,38913.63759925707,2020-06-02,14757699-3
3737 821208 71258,2028-03-11,49241.458782128204,2020-03-11,83536334-X
2479 6824 0556 3720,2029-10-04,28223.071791457485,2021-10-04,82964045-5
3736 431512 23381,2028-10-30,8660.002476400217,2020-10-30,81854811-1
4479 3410 4514 1183,2030-08-09,28759.65902734958,2022-08-09,05056176-X
3774 535560 83612,2030-03-03,41812.16517520259,2022-03-03,06620150-2
2497 6819 1681 3028,2027-06-12,39800.107170134026,2019-06-12,80562700-7
3775 741674 81786,2029-05-04,9554.782959942588,2021-05-04,89678906-2
4937 9709 5290 5291,2030-08-11,9235.934372090735,2022-08-11,27088583-X
4099 7792 3636 4611,2028-10-11,27000.032028595706,2020-10-11,19141080-X
5251 1295 2091 7800,2030-11-28,32210.78743438383,2022-11-28,74502690-6
3404 411737 83395,2028-11-08,40227.05187235871,2020-11-08,48834558-8
5497 9282 1717 6495,2030-11-01,29050.85365362856,2022-11-01,40765582-3
2540 6829 6476 9465,2029-03-27,2518.007947136347,2021-03-27,55525278-7
4663 7206 7736 8832,2028-08-08,4869.070726067637,2020-08-08,21967594-4
4658 6268 0681 5972,2029-09-18,40691.36693243384,2021-09-18,25874673-2
5361 3424 0509 2790,2028-11-26,23674.573387645134,2020-11-26,55345311-5
3410 183489 03246,2027-05-27,10592.431734679662,2019-05-27,79194686-7
4776 0852 0067 8642,2027-02-16,6911.759982961819,2019-02-16,10885421-9
4326 8010 3569 7101,2028-11-07,40283.13877828128,2020-11-07,29388237-2
4814 2497 9892 6797,2029-03-15,3651.215015894295,2021-03-15,95534392-9
2703 7320 3581 0625,2027-03-09,32134.465474696037,2019-03-09,46904385-7
4479 1494 7097 4279,2028-07-02,25970.57089834385,2020-07-02,30262898-5
5233 6645 6464 1356,2028-06-15,20865.277637237126,2020-06-15,93796733-1
3475 006652 83520,2027-12-01,40045.02909646593,2019-12-01,88571174-X
2505 8040 9302 8661,2030-06-09,13717.020423787973,2022-06-09,07480852-8
5128 6947 5067 7136,2030-02-07,20712.04060559956,2022-02-07,43943361-6
3430 220491 82678,2027-10-22,44714.99577698455,2019-10-22,31214859-6
3437 001410 55526,2030-03-20,6780.0537030225805,2022-03-20,41783300-3
4424 5838 9745 8266,2030-02-26,22726.71414532522,2022-02-26,18693974-1
4307 6709 0624 3011,2028-01-25,43202.65651005994,2020-01-25,42745028-4
4530 6150 0224 6920,2030-03-09,33523.01293040764,2022-03-09,67566008-5
2320 7941 8170 3304,2030-03-11,13673.10259556554,2022-03-11,08424617-4
3424 397345 07210,2030-07-16,28327.477152793166,2022-07-16,61906885-4
3425 287012 92432,2028-10-04,34784.54722921361,2020-10-04,85490269-4
5367 5063 5098 6628,2030-08-13,46437.80774330447,2022-08-13,85621362-6
3739 053994 90126,2030-09-01,44923.41942897478,2022-09-01,21569055-6
3710 706186 09519,2030-02-06,12945.677258326696,2022-02-06,30197165-4
2491 1881 4565 6661,2027-09-22,6889.7779829506935,2019-09-22,84904384-9
4052 4403 9598 6414,2029-07-15,24920.36200436081,2021-07-15,02258992-3
4071 6361 1809 9404,2029-10-03,13917.512760644964,2021-10-03,16713649-3
3442 691853 87574,2029-01-20,25385.044314042774,2021-01-20,22377395-5
3475 483428 94052,2028-02-27,20963.100221117318,2020-02-27,87711492-7
4355 9786 0364 4568,2029-09-20,9016.748276858909,2021-09-20,06710677-8
5300 2819 2147 5945,2027-12-19,6148.619855801843,2019-12-19,74253793-9
2616 6369 5729 0268,2030-09-13,4239.703935263289,2022-09-13,49612558-9
2489 2980 5557 6132,2027-04-06,34379.49177453503,2019-04-06,40772389-9
2561 3423 6755 3768,2030-06-26,31342.660996749273,2022-06-26,28141707-X
5353 4506 3881 4078,2030-07-14,4776.259459108292,2022-07-14,75805439-X
2658 9610 7837 6658,2030-06-25,8651.359713488418,2022-06-25,67951490-X
2417 0653 7091 0735,2028-01-06,30569.203964792294,2020-01-06,19962103-2
3799 213168 69833,2028-04-02,46936.84705296478,2020-04-02,80896330-3
3474 086575 27682,2030-02-23,31421.09798558103,2022-02-23,67692547-X
3422 193887 38265,2030-09-01,1414.858365222019,2022-09-01,05524510-6
